id,sentence1,sentence2,label
158,"From a Vedic point of view , these 11 yoga upanishads belong to the Vedantic shaka ( school ) .",These 11 Yoga Upanishads belong to the Vedantic Shaka ( school ) from a vedantic point of view .,1
2440,This tells us that the DeRham - Cohomology Groups - Formula 4 are all isomorphic .,This tells us that the Formula 4 isomorphic cohomology groups are all DeRhams .,0
2200,"To see about the background to these events , read History of Malaysia .","To read about the background to these events , see the history of Malaysia .",1
3095,It is interesting to say that Shahidi Mahallati was in Parliament at the same time as Hassan Rouhani .,"It is interesting to say that Hassan Rouhani was in the parliament , at the same period as Shahidi Mahallati .",0
6214,He was born in a small kingdom 1000 `` li '' northeast of Wa ( Japan ) .,He was born in a small kingdom of 1000 `` li '' northeast of Wa ( Japan ) .,1
504,Crain has mentioned the song `` For the Miner '' on this album was written for Jason Molina shortly before his death .,"Crain wrote on this album the song `` For the Miner '' , which was mentioned shortly before his death for Jason Molina .",0
6187,"Instead , Sheena arranged this album with the audio engineer Uni Inoue , Toshiyuki Mori arranged each of the songs recorded and orchestrated the whole `` Yattsuke Shigoto '' .","Instead , Sheena arranged this album with audio engineer Uni Inoue . Toshiyuki Mori arranged each of the recorded songs and orchestrated the whole `` Yattsuke Shigoto '' .",1
316,"While Gordy continued to be used as a background singer , John dissolved her contract in 1962 .","While Gordy continued to be used as a background singer , John triggered her contract in 1962 .",0
711,"Syndal railway station is located on the Glen Waverley line in Victoria , Australia .","The Syndal railway station is on the Glen Waverley line in Victoria , Australia .",1
3969,"In 2002 , Global Exchange was awarded the Domestic Human Rights Award by CRLA and a San Francisco based international NGO .",CRLA was awarded the Domestic Human Rights Award by Global Exchange and an international NGO in San Francisco in 2002 .,0
4175,The Río Blanco - Mine is a large copper mine in northern Peru in the region of Loreto .,"The Río Blanco - Mine is a large copper mine , located in the north of the Loreto region of Peru .",0
3718,"Edie tries to be early at Mike to help him , but Susan has unexpectedly arrived before her .","Edie tries to get at Mike 's early to help him , but Susan has arrived unexpectedly before her .",1
7083,She began the practice of grouping the students with the same language problem and teaching them together .,She began the practice of teaching students with the same speech problem and grouping them together .,0
857,At the bottom of the hydrometer there is a weighted light bulb and a frying pan for small weights at the top .,At the bottom of the hydrometer is a small bulb and at the top is a pan for weighted weights .,0
3323,Lieutenant William M. Conner and lieutenant Josiah Ralston were the other company officers .,"The other company officers were , First Lieutenant Josiah Ralston and Second Lieutenant William M. Conner .",0
5003,The game was developed by Codemasters and published by Blade Interactive and the World Professional Billiards and Snooker Association .,The game was developed by Blade Interactive and published by Codemasters and the World Professional Billiards and Snooker Association .,0
2657,"Moyano retained his reelection as CGT head , however , and secured the support of 134 unions , including most of the larger ones .","Moyano , however , retained his re-election as CGT - head and secured the support of 134 unions , including most of the bigger ones .",1
320,"Jean Antoine retired in 1653 , and was succeeded in the family business by his sons Jean de Tournes and Samuel de Tournes .",Jean Antoine was retired in 1653 and was taken over by his sons Jean de Tournes and Samuel de Tournes in the family business .,1
430,"The BBC - Programm `` Ripper Street '' of 2013 , Iain Glen ( Colonel Madoc Faulkner ) , refers to a variant of Utterance 325 .","The 2013 BBC programme `` Ripper Street '' , Iain Glen ( Colonel Madoc Faulkner ) refers to a variant of Utterance 325 .",1
1019,The general difference between Cech - Cohomology and Garben - Cohomology is a motivation for the use of hypercoverings : these are more possible objects than the cech - nerve .,The possible difference between Cech cohomology and sheaf cohomology is a motivation for the use of hypercoverings : these are more general objects than the Cech nerve,0
1427,"Defeated Andy Andy Roddick John Isner , 6 -- 4 , 7 -- 6 6","Andy Roddick defeated John Isner , 6 -- 4 , 7 -- 6",0
7943,"Written by Timbaland , it was produced by Static Major and Timothy Mosley .","It was written by Timbaland , and produced by Static Major and Timothy Mosley .",1
3704,In 1947 the Punjab Province of British India was partitioned along religious lines into West Punjab and East Punjab .,In 1947 the province of Punjab was divided into British - India along religious lines in West - Punjab and East - Punjab .,1
6544,The film was produced by Stuart Legg and managed by John Taylor .,The film was conducted by John Taylor and produced by Stuart Legg .,1
2108,"She ran against the Republican Steve Stivers , a 16th district state senator , Libertarian Mark M. Noble , and independent candidate Don Elijah Eckhart .","She ran against Republican Steve Stivers , a State Senator from the 16th District , Libertarian Don Elijah Eckhart , and Independent candidate Mark M. Noble .",0
7146,"Jody Breeze , Lil Duval , Lloyd , Trae , DJ Drama , Rick Ross and 8Ball 'MJG have all made their Cameo performances in the video .","Jody Breeze , Trae , Lloyd , Rick Ross , DJ Drama , Lil Duval and 8Ball & MJG all make cameo appearances in the video .",1
6606,The company continued to grow internationally and began subsidiaries in 1994 in Brazil and in 1996 in Argentina .,"The company continued to grow internationally , adding subsidiaries in Brazil in 1994 and in Argentina in 1996 .",1
7531,"John Hart ( also known as James Lee Hart , born 1944 ) is an American political activist .","James Lee Hart ( also known as John Hart , born c. 1944 ) is an American political activist .",1
7979,"After the Belgian Revolution of 1830 , the Southern Netherlands ( including South and Central Brabant ) became independent as Belgium and later also Luxembourg .","After the Belgian Revolution of 1830 , the South Netherlands ( including southern and central Brabant ) became independent as Belgium , and later Luxembourg .",1
7945,"The aggregation has been applied in Australian courts , but is rejected in England .","Aggregation is rejected in Australian courts , but has been applied in England .",0
1194,McCoy had coached Elliott in both basketball and football at the University of Michigan in the late 1940s .,"Elliott had trained McCoy in the late 1940s , both in basketball and in football at the University of Michigan .",0
6358,"Then the equalizer is again the entire domain `` X '' , since the universal quantification in the definition is vacuum-suitable .","Then the equalizer is again the entire domain `` X '' , since the universal quantification in the definition is vacuously true .",1
4114,It is pressed on transparent yellow vinyl and was published in 1995 by Cosmic Records .,It is published on the transparent yellow vinyl and was pressed in 1995 by Cosmic Records .,0
5741,"She was born in a Jewish family in New York City , grew up in Iowa City , Iowa , and studied film at the New York University .","She was born in Iowa City , Iowa to a Jewish family . She grew up in New York City , and studied film at New York University .",0
1841,"His views on the death of Grace Archer in the radio soap , The Archers , are quoted by Greg Dyke in his McTaggart Lecture of 2000 .","His views of the death of Grace Archer in the radio soap , The Archers , are quoted by Greg Dyke in his McTaggart lecture in 2000 .",1
2535,"He was graduated from Cumberland University in 1872 and from the Legal Department of Mansfield College , Lebanon , Tennessee .","He was graduated from Mansfield College in 1872 and from the Legal Department of Cumberland University , Lebanon , Tennessee .",0
1863,SIGMO is a humanoid robot designed to demonstrate the applications of passive dynamics technologies .,SIGMO is a passive robot designed to demonstrate applications of humanoid dynamics .,0
5837,The Rondônia ( Juruá - River ) is a river in the state of Rondônia in western Brazil .,The Juruá River ( Rondônia ) is a river of Rondônia state in western Brazil .,1
7774,"The brewery produces eight standard beers and three standard beers , and the seasonal Natte , Zatte , Columbus and Struis beers are bio-certified .","The brewery produces eight standard beers and three seasonal beers . The standard beers Natte , Zatte , Columbus , and Struis are certified organic .",0
6700,He made his debut in the Ukrainian Premier League for FC Volyn Lutsk in a game against FC Metalist Kharkiv on 6 March 2016 .,"On 6 March 2016 , he debuted in the Ukrainian Premier League for FC Metalist Kharkiv in a game against FC Volyn Lutsk .",0
3046,"On July 21 , 2014 , after his two successful years at Las Palmas in Spain , Chrisantus signed a three-year contract with the Turkish Super Lig - Club Sivasspor .","On 21 July 2014 , Chrisantus signed a three-year contract with Turkish Süper Lig side Sivasspor after his two successful years at Las Palmas in Spain .",1
2629,Cangshan or Cang Mountain is a mountain range right west of Dali City in southwest China - Yunnan province .,"Cangshan or Cang Mountain is a mountain range , immediately west of Dali City in Southwest China province of Yunnan .",1
4229,"Moyano , however , retained his re-election as CGT boss and secured the support of 134 unions , including most of the larger ones .","Moyano , however , secured his re-election as CGT - boss and retained the support of 134 unions , including most of the larger ones .",1
6061,"In 2005 , Kershaw `` Then And Now '' published a collection of earlier material with four new tracks .","In 2005 , Kershaw released `` Then And Now '' , a collection of earlier material with four new tracks .",1
4230,"In 2005 and 2006 , a new stand was built to transform the stadium into a complete bowl .",A new South stand was built in 2005 and 2006 to make the stadium into a complete bowl .,1
1282,Lielbērze is a village in Latvia and Dobele commune in the historical region of Zemgale and the Zemgale Planning Region in the municipality of Auri .,Lielbērze is a village in the municipality of Auri and Dobele village in the historical region of Zemgale and the planning region Zemgale in Latvia .,0
7741,"Anne Alexander , 1940 , and Charles Henry Dickey , 1902 were parents of architect Charles William Dickey .","Charles William Dickey , 1940 , and Charles Henry Dickey , were parents of the architect Anne Alexander in 1902 .",0
7289,"The big year is a 2011 American comedy by David Frankel , written by Howard Franklin and with Jack Black , Steve Martin and Owen Wilson .","The Big Year is a 2011 American comedy film directed by David Frankel , written by Howard Franklin and starring Jack Black , Steve Martin , and Owen Wilson .",0
5503,The Galle Face Hotel Group is now a part of Ceylon Hotels Corporation .,The Ceylon Hotels Corporation is now part of the Galle Face Hotel Group .,0
4221,"C2c uses Class 357 and Class 387 units on the London , Tilbury and Southend Railway from Shoeburyness and Southend to London Fenchurch Street .","C2c uses Class 357 and Class 387 units on services down the London , Tilbury and Southend Railway line from Shoeburyness and Southend to London Fenchurch Street .",1
4546,He was born in Shanghai and grew up there and in Hong Kong .,He was born in Shanghai and grew up there and started in Hong Kong .,1
7699,"The village is 11 miles east of Wrexham , and only 10 miles south of Chester in Wales .",The village is located 11 miles south of Chester and only 10 miles east of Wrexham in Wales .,0
744,"Juncus luciensis is a species of rush known by the uncommon name Santa Lucia dwarf rush . It is common to California , where it is endemic .","Juncus luciensis is a species of the rush known for the common name Santa Lucia Dwarf Rush It is endemic to California , where it is unusual .",0
5529,The Union of Independents of Dahomey ( UNIDAHO ) was a political party in French Dahomey led by Paul Darboux .,The Union of Independents of French Dahomey ( UNIDAHO ) was a Dahomey political party led by Paul Darboux .,0
2234,"Leagues are geographically divided into 20 chapters ( 18 in California , 2 in Nevada ) .","The Leagues are geographically divided into 20 chapters ( 18 in California , 2 in Nevada ) .",1
4505,"The World Cup started on 9 January 1982 in Reit im Winkl and ended on 13 April 1982 in Kiruna , Sweden .","The 1981-1982 World Cup started on 9 January 1982 in Reit im Winkl , Kiruna , Sweden , and ended in Germany on 13 April 1982 .",0
6247,"Andrei Pavel and Alexander Waske won in the final 6 -- 4 , 6 -- 2 , against Alexander Peya and Björn Phau .","Alexander Peya and Björn Phau won in the final 6 -- 4 , 6 -- 2 against Andrei Pavel and Alexander Waske .",0
6097,"Kim Newman called it a `` smart , subversive but rather cold debut '' for `` Empire '' .","Writing for `` Empire '' , Kim Newman called it `` a cold but rather smart , subversive debut '' .",0
7771,"Tomasz Kafarski ( born January 13 , 1975 in Kościerzyna ) is a former Polish football manager and football player .","Tomasz Kafarski ( born January 13 , 1975 in Kościerzyna ) is a Polish soccer manager and former footballer .",0
5278,"Until the Ghana School of Law was established in 1958 , all lawyers in England were trained abroad , almost always at the Inns of Court in Ghana .","Until the Ghana School of Law was founded in 1958 , all the lawyers in England were trained abroad , almost always at the Inns of Court in Ghana .",1
3616,"He stayed in Wales after 1815 , when his wife died , but with his health declining he returned to live in London in 1825 .","He remained in London after 1815 , when his wife died , but with his health decline he returned to live in Wales in 1825 .",0
4790,The 2009 superstars season was the sixth season of the Campionato Italiano Superstars ( Italian Superstars - Championship ) and the third season of the international superstars - series .,The 2009 Superstars Series season was the third season of Campionato Italiano Superstars ( Italian Superstars Championship ) and the sixth season of the International Superstars Series .,0
7497,Exact numbers up to The cold growth rate of cold numbers remains unknown .,Cold numbers up to The exact growth rate of the cold numbers remains unknown .,0
2698,The milling project transformed the palace spaces into common areas and the resulting factory into bedrooms .,The resulting project transformed the palace spaces into common areas and the mill factory into the bedrooms .,0
1702,"Lucretia Rockwell was born on August 1 , 1789 in Blandford , Massachusetts , the son of Frederick Winslow Hatch and Timothy Hatch .","Frederick Winslow Hatch was born on 1 August 1789 in Blandford , Massachusetts , the son of Lucretia Rockwell and Timothy Hatch .",0
997,"According to the United States Census Bureau , Ardmore has a total area of which land and , or 3.67 % , is water .","According to the United States Census Bureau , Ardmore is a total area of which land is and , or 3.67 % , has water .",1
4039,The jets have reached the Grand Finals of the 1988 and 1989 Brisbane Rugby League Premiership .,The Jets reached the Grand Finals of the 1988 and 1989 Brisbane Rugby League premiership .,1
4658,Cafcass is represented on the local Family Justice Board and chairs 10 out of 42 national Family Justice Boards .,Cafcass is represented in the local Family Justice Board and has 10 out of 42 national family justice boards as chairs .,1
7907,"Former President , Brenda Kuecks , received a Clean50 Award in 2013 for her work in promoting sustainable development and clean capitalism in Canada .",Former President Brenda Kuecks received a Clean50 Award for her work to promote sustainable development and clean capitalism in Canada in 2013 .,1
4718,"Teliana Santos Pereira ( born July 20 , 1988 in Aguas Belas ) is a Brazilian professional player .",Teliana Santos Pereira ( born 20 July 1988 in Águas Belas ) is a Brazilian professional tennis player .,1
4716,"He was born in Dunedin , and died in a Wanganui private hospital .",He was born in Wanganui and died at a private hospital in Dunedin .,0
3483,"In the 1915 Cleveland Mayoral Election , he defeated his opponent , Peter Witt .",David defeated his opponent Peter Witt in the 1915 Cleveland mayoral election .,1
6370,Skujaine is a village in the municipality of Penkule and Dobele municipality in the historical region of Zemgale and the Zemgale Planning Region in Latvia .,"Skujaine is a village in Latvia and Dobele Municipality in the historical region of Zemgale , and the Zemgale Planning Region in Penkule Parish .",0
5894,"The election of the Oldham Metropolitan Borough Council in 1999 took place on 6 May 1999 to elect the members of the Oldham Council in Greater Manchester , England .","The 1999 Oldham Metropolitan Borough Council election took place on 6 May 1999 to elect members of Oldham Council in Greater Manchester , England .",1
5147,"According to the United States Census Bureau , Ardmore has a total area of , of which is land and , or 3.67 % , is water .","According to the United States Census Bureau , Ardmore has a total area of which land and , or 3.67 % , is water .",1
1085,"In 1920 , 7,930 Italian-born white people spoke the language of foreign languages in Baltimore .","In 1920 , 7,930 foreign-born White people in Baltimore spoke the Italian language .",0
2267,"A circumpolar star in the winter sky of the northern hemisphere , visible to observers north of 44 ° N .","A prominent star in the winter sky of the northern hemisphere , it is circumpolar to observers north of 44 ° N .",0
1923,"The album contains 16 tracks recorded during two May 2002 performances , one in Memphis , Tennessee , and the other in Chicago , Illinois .","The album contains 16 tracks recorded during two appearances in May 2002 , one in Memphis , Tennessee , and the other in Chicago , Illinois .",1
7224,"He is a fan of his home city , Dallas Cowboys , while his twin brother is a fan of the rival Philadelphia Eagles .",He is a fan of his hometown Dallas Cowboys while his twin brother is a fan of the rival Philadelphia Eagles .,1
1047,"Eoacmaea albonotata is a species of sea snail , a true limpet , a marine gastropod mollusk in the family Eoacmaeidae , one of the families of true limpets .","Eoacmaea albonotata is a sea snail species , a true limpet , a marine gastropodemollusk in the Eoacmaeidae family , one of the families of the true limpets .",1
1347,The livery of trams on Line 1 was decorated in blue with white swallows by stylists Élisabeth Garouste and Mattia Bonetti .,The painting of the trams on line 1 was decorated by the stylists Élisabeth Garouste and Mattia Bonetti in white with blue swallows .,0
5923,"On 14 December 2009 , Elkhorn City became part of Cedarville .","On 14 December 2009 , Cedarville became a part of the city of Elkhorn .",0
1177,"The 1999 Oldham Council election took place on 6 May 1999 to elect members of Oldham Metropolitan Borough Council in Greater Manchester , England .","The election of the Oldham Council in 1999 took place on 6 May 1999 to elect members of the Oldham Metropolitan Borough Council in the Greater Manchester , England .",1
6283,The clock mechanism was installed in 1695 and today 's works were replaced in 1792 .,The clock 's mechanism was installed in 1695 and the present works were replaced in 1792 .,1
7037,"The academic structure of the new institution included the Faculties for Medicine , Law , Chemistry and Business .","The new structure of the academic institution included the faculties of Medicine , Law , Chemistry and Business .",0
6084,"The builders of St. James were also William William Cook and the son of Waimate North , who built the Church of St. John the Baptist in 1871 .","The builders of Waimate North were also William William Cook and the son of St. James , who built the Church of St. John the Baptist in 1871 .",0
5915,Leu ( Plural Lei ) ( since 1867 ) symbol : L `` See also Leu Romanian .,Currency : Leu ( Romanian Lei ) ( since 1867 ) Symbol : L `` See also plural leu '' .,0
4839,"The carefully documented specimens were sold to the Naturhistorisches Museum in Vienna and the Museum für Naturkunde in Berlin , Germany .",The carefully documented specimens were sold to the Naturhistorisches Museum in Vienna and Museum für Naturkunde in Berlin .,1
1422,The Pastaza River ( formerly known as Sumatara ) is a large tributary of the Marañón River in the northwestern Amazon - South American basin .,The Pastaza River ( formerly known as the Sumatara ) is a large tributary to the Marañón River in the northwestern Amazon Basin of South America .,1
6076,The Teuz River is a tributary of the River Levele `` in Romania .,The Leveleș River is a tributary of the Teuz River in Romania .,0
4150,"He played in 189 Belgian Pro League games during thirteen seasons , mainly with Club Brugge with which he won nine national titles , including two major championships .","He played in 189 Belgian Pro - League - games during thirteen seasons , mostly with Club Brugge , with which he won nine important titles , including two national championships .",0
5776,Biolink zones can be viewed at scales from continental to regional .,"Biolink - zones can be viewed at regional , continental scales .",0
909,"In 2014 , Horn was elected to the Michigan Senate from the 32nd District , which includes Saginaw County and the westernmost portion of Genesee County .","In 2014 , Horn was elected to the Senate of Michigan from the 32nd district , which includes Genesee County and the westernmost part of Saginaw County .",0
2914,"In 1994 , Bret Hart returned to the WWF at SummerSlam , where he was immediately engaged in an ongoing family feud between Smith and his brother Owen Hart .","Smith returned to the WWF at SummerSlam in 1994 , where he immediately became involved in an ongoing family feud between Bret Hart and his brother , Owen Hart .",0
6852,"Tuda Mengu , also known as Tode Mongke , Tudamongke , was khan of the Golden Horde , division of the Mongol Empire from 1280 to 1287 .","Tode Mongke , also known as Tuda Mengu , Tudamongke , was Khan of the Gold Horde from 1280 to 1287 , division of the Mongolian Empire .",1
1973,"Doug Doug 's three sons played College Football : Chip at Northwestern University , Holcomb at Purdue University , and Bryan at Arizona State University and Florida State University .","Doug 's three sons played college football : Chip at Northwestern University , Holcomb at Purdue University , and Bryan at Arizona State University and Florida State University .",1
6528,"Jenkins protects Tidd instead when Tidd kills Said , and is thrown into solitary confinement .",Jenkins instead protects Tidd when Tidd Said kills and is thrown in solitary confinement .,1
7919,The layout of Davey Glen Park is similar to that of Twin Pines and other parks in Belmont .,The layout of Belmont is similar to that of Twin Pines park and other parks in Davey Glen Park .,0
3734,Alaattin Çakıcı was apprehended in France in August 1998 carrying a red `` government official '' passport issued by Ataç at the Turkish Embassy in Beijing .,Alaattin Çakıcı was arrested in August 1998 in France with a red `` government official '' passport issued by Ataç at the Turkish embassy in Beijing .,1
394,"The area has 13 primary schools and more than thirty public secondary schools three village polytechnics , all run by the government .","The area has 13 primary schools and more than thirty public secondary schools three village Polytechnics , all led by the government .",1
684,The province of Al - Madinah is a village in Mafraq in western Saudi - Arabia .,"Al Madinah Province is a village in Mafraq , in western Saudi Arabia .",1
231,"This was followed by `` Night Mother '' with Edgar Metcalfe for Jill Perryman at the Perth Playhouse , then nationally .",This was followed by `` Night Mother '' with Jill Perryman for Edgar Metcalfe at the Perth Playhouse then nationwide .,0
7948,"Bargan was born in Xanthi , Thrace to a Greek mother and a Bulgarian pomace father who is a Bulgarian Orthodox Christian .","Bargan was born in Xanthi , Thrace to a Greek mother and a Pomak Bulgarian father who is a Bulgarian Orthodox Christian .",0
1431,The tiny island is from northwest to southeast meters wide and up to meters long and about in the surface .,The tiny island is from northwest to southeast meters long and up to meters wide and roughly area .,0
677,She has been Ambassador of Denmark to Finland since September 2013 .,Since September 2013 she has been Ambassador of Finland in Denmark .,0
6464,The Super Kings ended the league with eight wins from 14 games and finished third on the points table .,The Super Kings finished the league stage with eight wins from 14 games and ended third on the points table .,1
2139,"He was born in Bergen and represented , was a brother of Nils Opdahl and died Bergens TF .","He was born and died in Bergen , was a brother of Nils Opdahl , and represented Bergens TF .",0
6927,The mayor is Richard Clarke and the deputy mayor is Bruce Stebbins .,Mayor is Bruce Stebbins and the deputy mayor is Richard Clarke .,0
34,"On April 11 , 2011 , a like planet , HD 38283 b , was discovered in an Earth-Saturnian orbit .","In an earth-like orbit , a Saturn planet , HD 38283 b , was discovered on April 11 , 2011 .",0
2808,"During the occupation of Latvia by Nazi Germany , LETA was subordinated to the German DNB news agency .","During the occupation of Latvia by Nazi - Germany , DNB was subordinated to the German news agency LETA .",0
958,"In order to help Carter , he first tries to get the hidden money from Wilson 's moll , Peerless Pauline ( Eve Arden ) , but fails .","In order to help Carter , he first tries to get the hidden money from Wilson 's Moll , Peerless Pauline ( Eve Arden ) , but it fails .",1
7872,It was an integral part of Assyria from perhaps the 7th century BCE to the 25th century AD .,It was perhaps an integral part of Assyria from the 25th century BC to the 7th century A.D .,0
6343,"Blackstone employs about 120 private equity investment employees in New York City , London , Menlo Park , California , Mumbai , Hong Kong and Beijing .","Blackstone employs around 120 private equity investment employees in Menlo Park , California , Beijing , Hong Kong , Mumbai , London and New York City .",1
1633,The cars are defective and have moving parts that can break or become heavy .,The cars are defective and have moving parts that can break or become difficult .,1
7418,"To get there , take the Marine Drive from the Lions Gate Bridge to the West , past Lighthouse Park , Horseshoe Bay and then further on to the 7100 Marine Drive block .","To get there , take Marine Drive west from the Lions Gate Bridge past Lighthouse Park to Horseshoe Bay and then continue on to 7100 Block Marine Drive .",1
4263,Massachusetts is represented by Senator Elizabeth Warren and Senator Ed Markey in the United States Senate .,Massachusetts is represented in the United States Senate by junior senator Ed Markey and senior senator Elizabeth Warren .,1
2224,"Table Head is a Neighborhood in the Canadian province of Glace Bay , located in Nova Scotia in the Cape Breton Regional Municipality on Cape Breton Island .","Table Head is a neighbourhood located in the Canadian province of Nova Scotia , in Glace Bay , Cape Breton Regional Municipality on Cape Breton Island .",0
3379,"He is a fan of his hometown , Philadelphia Eagles , while his twin brother is a fan of the rivals Dallas Cowboys .",He is a fan of his hometown Philadelphia Eagles while his twin brother is a fan of the rival Dallas Cowboys .,1
7160,"On the front row , Dick Dick Rathmann and Ed Elisian started with Jimmy Reece on the outside of the front row .","Jimmy Reece started the race on the front row , with Dick Rathmann and Ed Elisian on the outside of the front row .",0
62,"He died in Culver City , California on September 28 , 1988 , and was buried at the Hillside Memorial Park Cemetery in Los Angeles , California .","He died on 28 September 1988 in Los Angeles , California , and was buried at Hillside Memorial Park Cemetery in Culver City , California .",0
4571,It is situated south of Bolu and to the north of Köroğlu Mountains .,It is situated south of the Köroğlu mountains and north of Bolu .,0
1808,"Aarthi Sanjay has been married to Sanjay Subrahmanyan , a musician since 1993 . They have two children .","Sanjay Subrahmanyan is married to Aarthi Sanjay , a musician , since 1993 ; they have two children .",0
1278,There are several student villages in LIT with the largest being Thomond and Cratloe Woods Student Village . Other accommodation includes Harriston Student Village .,There are several student villages in LIT with the largest Thomond and Harriston Student Village . Other accommodation includes Cratloe Woods Student Village .,0
7535,"He was born in Hagerstown , Maryland and died in Baltimore , Maryland at the age of 69 .","He was born in Hagerstown , Maryland and died at the age of 69 in Baltimore , Mariland .",1
3516,Charlemagne rejected Desiderata less than a year after his marriage and married a 13-year-old Swabian named Hildegard .,"Less than a year after his marriage , Charlemagne married Desiderata and repudiated a 13-year-old Swabian named Hildegard .",0
333,The episode was written by Matt Warburton and is directed by Adam Davidson .,The episode was written by Adam Davidson and directed by Matt Warburton .,0
6073,"`` Shine '' , the band 's second album , was released between two general dates and recorded 2009 .","`` Shine '' , the band 's second album , was released between two general dates and recorded in 2009 .",1
2376,"Kironde 's daughter , Katiti Kironde , was the first African-American covergirl in a women 's magazine .",Kironde 's daughter Katiti Kironde was the first African-American covergirl of a women 's magazine .,1
7172,Christopher Griffiths ( born Christopher Llewellyn ) is an actor known for his role as Logan in the film `` Where Were We ... '' .,"Christopher Griffiths ( born Christopher Llewellyn ) is an actor , best known for his role as Logan in the 2002 film `` Where Were We ... '' .",1
1262,"Leepin played for Switzerland in friendly matches against France in 1946 , Yugoslavia in 1949 , and Saarland in 1955 .","In 1946 he played for Switzerland in friendly matches against France , 1949 in Yugoslavia and in 1955 in Saarland .",1
5608,"The following year , he was able to rejoin and convince the majority of the party to form the advocates of industrial unionism .","He was able to rejoin the following year , convincing the majority of the party to form the Advocates of Industrial Unionism .",1
5304,Susan tries to get at Mike 's early to help him but Edie has arrived unexpectedly before her .,"Edie tries to be early at Mike to help him , but Susan has arrived unexpectedly before her .",0
5628,"Lielbērze is a village in Latvia and Dobele Municipality in the historical region of Zemgale , and the Zemgale Planning Region in Auri Parish .",Lielbērze is a village in the municipality of Auri and Dobele municipality in the historical region Zemgale and the Zemgale Planning Region in Latvia .,0
737,"Clement Arundel `` Clem '' Newton-Brown ( born 3 September 1967 ) , Victorian politician , is the former member for Prahran in the Australian Legislative Assembly .","Clement Arundel `` Clem '' Newton-Brown ( born September 3 , 1967 ) , Australian politician , is the former member of Prahran in the Victorian Legislative Assembly .",0
6416,"Farrer was born in London , a younger brother of the artist Thomas Charles Farrer .","Thomas Charles Farrer was born in London , the younger brother of artist Farrer .",0
6089,"16.2 % were of Finnish , 15.7 % Irish , 13.0 % German , 9.2 % Norwegian , 6.5 % Swedish and 5.4 % American ancestry .","16.2 % were Finnish , 15.7 % Irish , 13.0 % German , 9.2 % Swedish , 6.5 % Norwegian and 5.4 % of American extraction .",0
2898,"The Mississippi , the Nokasippi and the Little Nokasippi are all in the vicinity .","The Nokasippi River , the Mississippi River , and the Little Nokasippi River are all in the vicinity .",1
3245,"An edition of 1880 , translated by Frederick Crombie and revised and published by Peter Christie , is online available .","An edition of 1880 , translated by Peter Christie and revised and edited by Frederick Crombie , is online available .",0
5365,He is also the current artist on the comic adaptation of Laurell K. Hamilton 's `` Guilty Pleasures '' .,He is also the comic artist on the current adaptation of © Guilty Pleasures '' by Laurell K. Hamilton .,0
3289,"In 1987 , Multhauf retired and died in 2004 .",Multhauf retired in 1987 and died in 2004 .,1
6460,"In the second round , UTA eliminated Red Star Belgrade from the competition ( 0-3 , 1-3 ) .","In the second round , UTA was eliminated by Red Star Belgrade ( 0-3 , 1-3 ) from the competition .",0
7285,Algernon Cadwallader covered the song on `` Cover Up-A Covers Compilation '' by Biff Swenson .,Biff Swenson has covered the song on `` Cover Up-A Covers Compilation '' by Algernon Cadwallader .,0
6450,"In December 2010 , United Investors Life sold Torchmark to Birmingham , Alabama-based Protective Life Corporation .","In December 2010 , Torchmark United Investors Life sold to Protective Life Corporation , Birmingham , Alabama .",0
3300,"Hovshaga AIF is a Swedish football club located in Växjö Municipality , Kronoberg County in Växjö .","Hovshaga AIF is a Swedish football club in the municipality of Växjö , Kronoberg County in Växjö .",1
2474,"Days can be cold and humid , while nights can be humid , windy and cold .","Days can be frigid and humid , while nights can be humid , windy , and cold .",1
2307,"In 1915 , Peter Witt defeated his opponent David in the mayoral election in Cleveland .",Peter Witt defeated his opponent David in the 1915 Cleveland mayoral election .,1
1375,"On 7 February 2014 , the musical was opened in Malmö , Sweden , at the Malmö Opera , directed by Anders Eljas and musical director Åsa Melldahl .","On 7 February 2014 , the musical was opened in Malmö , Sweden , at the opera Malmö , directed by Åsa Melldahl and musical director Anders Eljas .",0
6172,The three Iranian representatives in the negotiations with the Kurdish leaders returned to Iran freely .,Three Iranian representatives in the negotiations with the Kurdish leaders returned freely to Iran .,1
7742,"On January 3 , 1874 , Spanish President Francisco Serrano was voted out of office and replaced by Emilio Castelar .","On 3 January 1874 , Spanish President Francisco Serrano was voted out of office and replaced by Emilio Castelar .",1
7894,There are 2 additional keys that differ in these 2 languages : Czech key replaces the Czech key and Slovak key replaces the Slovak key .,There are 2 further keys that differ in these 2 languages : Slovak key replaces the Czech key and Slovak key replaces the Czech key .,0
2599,Zodac was expressed in the 1983 series by Lou Scheimer and Christopher Judge in the 2002 series .,Zodac was voiced by Christopher Judge in the 1983 series and by Lou Scheimer in the 2002 series .,0
3430,Zalaegerszeg is a district in northern part of Zala County .,Zalaegerszeg is a district in the northern part of Zala county .,1
2604,There is a closed spathe which is green with red edges .,There is a closed space which is green with red edges .,1
3878,The shooter takes a quick jab step away from the basket and takes a normal jump shot .,The shooter takes a quick step away from the basket and takes a normal jump shot .,1
7864,"The Donots are a rock band from Germany , founded in Ibbenbüren in 1993 .","The Donots are a rock band from Germany , formed in 1993 in Ibbenbüren .",1
